id,full_text,Stigmatizing,Anti-stigmatizing,News/Facts/misinformation,Political ,other,comments,Number of assigned labelles,,,
1228678992871378944,"@bigapple_agent 🔴 Corona Virus  Update  [L I V E]  
#coronavirus  #covid19 #coronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
👇👇
https://t.co/zO5WdpjHEa https://t.co/UvpBhLxRPr",,,1,,,,1,,,
1228679031224225793,"#CoronavirusOutbreak
Are you looking for #coronavirus mask? Gateway Safety TruAir N95 Particulate Respirator -&gt;https://t.co/pWSvXqjKoF

-
#coronaoutbreak #wuhanflu #chinaflu #flu #virus  #coronavirususa  #2019nCoV #COVID19 #hongkong #singapore #Japan https://t.co/2HCf0CQQqs",,,,,1,ad,1,,,
1228679092737732608,"@Rntk____ 🔴 Corona Virus  Update  [L I V E]  
#coronavirus  #covid19 #coronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
👇👇
https://t.co/zO5WdpjHEa https://t.co/uMtlq1lkDp",,,1,,,,1,,,
1228679140817035265,"@IsChinar 🔴 Corona Virus  Update  [L I V E]  
#coronavirus  #covid19 #coronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
👇👇
https://t.co/zO5WdpjHEa https://t.co/yMWhKbwctR",,,1,,,,1,,,
1228679192352411650,"@SolomonYue 🔴 Corona Virus  Update  [L I V E]  
#coronavirus  #covid19 #coronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
👇👇
https://t.co/zO5WdpjHEa https://t.co/0BMPPWvGgS",,,1,,,,1,,,
1228679394173935617,"@recloc_Japan 🔴 Corona Virus  Update  [L I V E]  
#coronavirus  #covid19 #coronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
👇👇
https://t.co/zO5WdpjHEa https://t.co/yUMx7G9I9X",,,1,,,,1,,,
1228679569387008000,"#CoronavirusOutbreak Are you looking for #coronavirus mask? 3M 8511 Respirator, N95, Cool Flow Valve (10-Pack) -&gt;https://t.co/Rs54BcZ6j2

-
-
#coronaoutbreak #wuhanflu #chinaflu #flu #virus  #coronavirususa  #2019nCoV #COVID19 #hongkong #singapore #Japan https://t.co/aPJIbxxl0J",,,,,1,ad,1,,,
1228679815697272833,"Wuhan perfect environment , mixing Bird virus with #coronavirus !!
Animals are fighting back against Chinese years of Animal Abuse! 
#China_is_terrorist https://t.co/inkZfkK274",,,,,1,opinion,1,,,
1228680311636029440,"@22kH5Ti0WRa8XXq 🔴 Corona Virus  Update  [L I V E]  
#coronavirus  #covid19 #coronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
👇👇
https://t.co/zO5WdpjHEa https://t.co/NnygXf521D",,,1,,,,1,,,
1228680397040635905,"#CoronavirusOutbreak Are you looking for #coronavirus mask? 3M Particulate Respirator 8210, N95 Coronavirus Mask (20 Pack)-&gt;https://t.co/08W5jZCEF1
-
#coronaoutbreak #wuhanflu #chinaflu #flu #virus  #coronavirususa  #2019nCoV #COVID19 #hongkong #singapore #Japan https://t.co/FeQTj5M57z",,,,,1,ad,1,,,
1228680648799346690,"@TheSoupOfLife 🔴 Corona Virus  Update  [L I V E]  
#coronavirus  #covid19 #coronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
👇👇
https://t.co/zO5WdpjHEa https://t.co/13MbiNLMIM",,,1,,,,1,,,
1228680862415212544,"@CATDADDYBENGALS 🔴 Corona Virus  Update  [L I V E]  
#coronavirus  #covid19 #coronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
👇👇
https://t.co/zO5WdpjHEa https://t.co/CqDKNh3FMb",,,1,,,,1,,,
1228681157010526209,"@amyklobuchar 🔴 Corona Virus  Update  [L I V E]  
#coronavirus  #covid19 #coronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
👇👇
https://t.co/zO5WdpjHEa https://t.co/07VWvVdO4t",,,1,,,,1,,,
1228681365882695680,"@RepAdamSchiff 🔴 Corona Virus  Update  [L I V E]  
#coronavirus  #covid19 #coronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
👇👇
https://t.co/zO5WdpjHEa https://t.co/0EQYaWI9wP",,,1,,,,1,,,
1228681871132774400,"@realDonaldTrump 🔴 Corona Virus  Update  [L I V E]  
#coronavirus  #covid19 #coronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
👇👇
https://t.co/zO5WdpjHEa https://t.co/tBz6SmBizz",,,1,,,,1,,,
1228687521279696897,"I believe that health is a human right, and #TaiwanCanHelp the @WHO in preventing the spread of China Wuhan Virus!!!
#WuhanCoronavirus 
#ChinaVirus 
#ChinaCoronaVirus 
#WuhanPneumonia 
#ChinaPneumonia 
#China_is_terrorist 
#dumpted
#chinazi",,,,,1,opinion,1,,,
1228703492698587136,"@SenRickScott Indeed!  The world has to stop China bullying Taiwan, this had happened for decades
China is so annoying #BoycottChina https://t.co/JdXifcKLiP",,,,1,,,1,,,
1228704803934490625,"Realty!? The sacrifices of the CCP? How about the sacrifices of those who tried to help and now are missing and or dead!? Remind me how the CCP has sacrificed for this epidemic? Anyone?! 
#COVID19 #COVID2019 #coronavirus #CCP #WuhanOutbreak #WuhanVirus #武汉 https://t.co/AvcO6v8VE8",,,,1,,,1,,,
1228706308116795393,Traditional Chinese medicine applied in over half of confirmed patients in coronavirus-hit Hubei: official - Xinhua | https://t.co/I0jtKDZlxD #coronavirus #coronaviruswuhan #coronavirusuk #CoronavirusOutbreak #COVID19 #COVIDー19 #China,,,1,,,,1,,,
1228706785411858432,Check out this Amazon deal: ER Emergency Ready SK1BG 1-Person Basic Bagged Survival Kit by ER Emergency Ready https://t.co/SOLSSpApe2  #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19,,,,,1,ad,1,,,
1228711128462585862,"@joshuawongcf Exactly! #chinazi only contribution to the world is creating and spreading the deadly virus all over the world. Surprised they still havent asked for patent on the virus they created in the lab
#WuhanCoronavirus 
#ChinaVirus 
#ChinaCoronaVirus 
#WuhanPneumonia 
#ChinaPneumonia",,,1,,,,1,,,
1228737283018436608,"#COVID19 News &amp; Info
AgNP Defense &gt;&gt; https://t.co/UEOI8INnwS &lt;&lt;

@PneumoniaWuhan: More than 80 clinical trials launch to test coronavirus treatments https://t.co/x9RZiQ8yK1 #wuhanpneumonia… https://t.co/tj0dzgOhoO",,,1,,,,1,,,
1228740508568215557,Check out this Amazon deal: Clorox Healthcare Hydrogen Peroxide Disinfecting Wipes https://t.co/HEsJC4EjvG #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19,,,,,1,ad,1,,,
1228741061176152067,"Wow, this is HUGE !!!!!!!!!!!!!!!!!!

#coronavirus #whuanvirus #ChinaVirus #CCP #CCPChina 
#China #chinazi #Communist https://t.co/iQLOtooor8",,,,,1,opinion,1,,,
1228758627776966657,"ULTIMATE MRE Case A and Case B Bundle, 24 Meals with 2018 Inspection Date. Military Surplus Meal Ready to Eat https://t.co/diIWsdBIYk #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19",,,,,1,ad,1,,,
1228761527643041792,"China disinfects bank notes to stop spread of #coronavirus

#bitcoin literally solves this problem 

https://t.co/r9xQsKVh3s

#CoronavirusOutbreak #coronavirussingapore #yuan",,,1,,,,1,,,
1228764016794726402,"china been subsidizing its Drug companies, lower to below-Cost price with poor quality control, wiped out all competitors, then raise prices again. 
They call that ""Fair"" market competition. 😡
#China_is_terrorist https://t.co/QBcw4ePMCM",,,1,,,,1,,,
1228769331003219975,"Scientist says #coronavirus could ""potentially"" spread to 60% of the population. 
1% of infected could die
#WuhanCoronavirus #COVID19 #COVID2019 #China #coronaviruswuhan #Coronavirustruth #virus #viral #CoronarvirusOutbreak #Hubei 
https://t.co/bVUWNCwwEz",,,1,,,,1,,,
1228773982729646081,"Just saw this on Amazon: 3M 8511PB1-A-PS Particulate N95 Respirator with Valve, 40-Pack by 3M https://t.co/N4e2JBXV3H #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19",,,,,1,ad,1,,,
1228786631953408001,"@SheridanAsia #INSANE!! The Cambodian government only cares about money. Since they only understand that, they should be responsible for the costs associated with the further spread of the virus. #CambodianCorruption #coronavirus #ChinesePneumonia #WuhanPneumonia #LockDownChina #Pandemic",,,,1,,,1,,,
1228787009696780293,@HealthyBoston @marty_walsh @HHSBOS Nothing like Public Health encouraging residents to go to Chinatown in the middle of the #coronavirususa outbreak 😷,,,,,1,opinion,1,,,
1228807464348528641,"2 Days ago the CDC said, ""more than 600 people who returned on chartered flights from Wuhan remain under federal quarantine and are being closely monitored to contain the spread of the virus.”
 
Are the 600 included here? 
@CDC
 
#Covid19 
#coronavirususa 
(PUI) in the US 443 https://t.co/wroJec4SlJ",,,1,,,,1,,,
1228809749732450305,"This Chinese Communist government announcement says:

Students who died of the novel #coronavirus, can get 5000RMB (~$700) as compensation.  

But the application has to be filed by the person himself/herself  (!!!!!!)

#wuhanvirus2020 #wuhanflu #CoronavirusOutbreak #sars2020 https://t.co/HXDPr5yJXb",,,1,,,,1,,,
1228809989256548354,"Check out this Amazon deal: Clorox Healthcare Fuzion  Cleaner Disinfectant, Spray, 32 Ounce Spray Bottle (31478) by Clorox https://t.co/2qN52aU25N #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19",,,,,1,ad,1,,,
1228810083154432006,"Another suicide in Communist China ...

#coronavirus #WuhanVirus #wuhanvirus2020 https://t.co/aSOCZpIEdB",,,1,,,,1,,,
1228811408755843076,"Watch this IMPORTANT NEWS ON YOUTUBE ABOUT THE TRUTH 👍👍
#coronavirus  #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronaviruswuhan #coronavirusthailand  #coronavirususa #coronaviruscanada #coronavirusfrance 
#COVID19 

👉:https://t.co/Exk6JKBleB https://t.co/uB1Md9jx0D",,,1,,,,1,,,
1228812261772419073,"How quarantined victims of the #Wuhancoronavirus are being treated on U.S. soil.👍

#WuhanCoronavirusOutbreak 
#Quarantine
#COVID_19 
#COVID19 
👇👇👇

https://t.co/374g297iu8",,,1,,,,1,,,
1228812632704024576,"Thanks to Eric Bentsen on Twitter👍
WATCH THE TRUTH ! !
#coronavirus #CoronavirusOutbreak #coronavirusjapan #coronavirusgermany #coronaviruschina #Coronavirusmexico #coronaviruswuhan #coronavirusthailand #coronavirusitalia #coronavirususa #coronavirus

👉:https://t.co/Exk6JKBleB https://t.co/NY9FFS9PIf",,,1,,,,1,,,
1228819071136911361,CoronaVirus totals by country. #coronavirus #coronavirusuk #coronavirusafrica #CoronaVirusCanada #coronavirususa #coronaviruswuhan #CoronavirusWho #Wuhan #WuhanCoronovirus #WuhanLockDown #WuhanOutbreak #wuhanquarantine https://t.co/H1Ivl4gBkK,,,1,,,,1,,,
1228824094281469952,"#SARSCoV2 News &amp; Updates
AgNP Protection &gt;&gt; https://t.co/UEOI8INnwS &lt;&lt;

@PneumoniaWuhan: How China’s Coronavirus Incompetence Endangered the World https://t.co/b52NqN0w8R #wuhanpneumonia #coronavirus… https://t.co/t1HtCWWpEN",,,1,,,,1,,,
1228826137670934532,"#coronavirus #CoronavirusOutbreak #coronavirusjapan #coronaviruschina #Coronavirusmexico #coronaviruswuhan #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
#COVID19
CHINESE WOMAN TELLS OF CORRUPT GOVERNMENT AND ADVICE TOWARDS COVID19 https://t.co/HQfvhv3VPD",,,1,,,,1,,,
1228829724480282630,"#coronavirus #CoronavirusOutbreak #coronavirusjapan #coronaviruschina #Coronavirusmexico #coronaviruswuhan #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
#COVID19

87 YEAR OLD MAN WITH CORONAVIRUS HOLDS AN INFUSION TO SEE HIS WIFE https://t.co/znBShZomeX",,,1,,,,1,,,
1228837734724272129,"1,700 health workers infected, first fatality in Japan https://t.co/iVBkhaJ5Ga … via @nbcnews 
#coronavirus #coronavirusoutbreak #Corvid19 #coronaviruswuhan #coronaviruschina",,,1,,,,1,,,
1228839230668972036,"#ABC_challenge Day 28
#AnywherebutChina #BoycottChina 
Raising awareness of anti-CCP and not purchasing Made-in-China products

Honey flavoured lozenge to sooth itchy throat, Product from Germany 🇩🇪 

Join the challenge by tagging ur frds! https://t.co/Iqn1jlXdg7",,,,,1,opinion,1,,,
1228844569971822592,"Lots of us have seen the awful video of a dog being clubbed to death now. This will haunt me forever. I've not been able to get it out of my mind so I decided to try and process through writing. ~Dedicated to a murdered dog. #China #COVID19 #coronaviruswuhan
#WuhanCoronavirus",,,,,1,opinion,1,,,
1228845376037244929,"The Trend is going downwards for cases in China
#2019coronavirus #coronavirus #2019nCoV #2019n_CoV #CoronaOutbreak #VIRUS_CORONA #virusoutbreak #ncov2019 #chinaoutbreak #ChinaPneumonia #china #wuhanpnemonia #WuhanOutbreak #nCoV19 #COVID19
 https://t.co/9BeUT9to8C",,,1,,,,1,,,
1228864822986584064,"🇨🇳 Let this Brave Woman's Outcry be Heard!
""Not one person can speak their mind freely.
I need to speak, for myself and for the people of #Wuhan! I need to speak to #Chinese people!""
#covid19
#coronavirus 
#WuhanCoronavirus 
#WuhanVirus 
#wuhanvirus2020 https://t.co/6Jn276b5xC",,,1,,,,1,,,
1228869126422224896,"ER Emergency Ready 10 Person Ultimate Deluxe Survival Kit, SK10R https://t.co/0y5InwYDUP  #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19",,,,,1,ad,1,,,
1228869597417426944,"Just saw this on Amazon: Clorox Broad Spectrum Quaternary Disinfectant Cleaner Spray, 32 Ounces https://t.co/Gva6ajzFn6 #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19",,,,,1,ad,1,,,
1228872907411075073,Mountain House Essential Bucket by Mountain House https://t.co/ujp3wl1peS #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19,,,,,1,ad,1,,,
1228873318410969089,"WaterBOB Bathtub Emergency Water Storage Container, Drinking Water Storage, Hurricane Survival, BPA-Free (100 Gallon) https://t.co/aGJCqnRep6 #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19",,,,,1,ad,1,,,
1228873758057750528,Are you scared about the Coronavirus in Japan? #CoronavirusOutbreak #coronavirusjapan #tokyo #新型コロナウイルス,,,,,1,que,1,,,
1228878060226674689,"""Reverse-Engineering"" is fancy name for Copying 😡!
 I.P. Theft is more precise.
China, rather spend $$$  Bribe , Steal, than Doing RND! Nation of Thieves , with No Shame.
Glad @potus is working on it , unlike Obama did nothing!
#China_is_terrorist https://t.co/h2DqPZ9bOD",,,,1,,,1,,,
1228881507063861248,"#coronavirus PART 14: The latest information as it relates to the outbreak. 

#china #wuhanpnemonia #WuhanCoronvirus #Virus #coronavirusjapan https://t.co/RcT9m1OOIu",,,1,,,,1,,,
1228882672275066880,Debrief Me Air Respirator Breathable Masks Carbon Activated Filtration (1 Mask+4 Filters) N95 Anti Pollution -Reusable Cotton(Black) https://t.co/jY8xTcwwki #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19,,,,,1,ad,1,,,
1228883467913617408,"3M N95 Filter Full Face Respirator Safety Mask Against Dust, Pollen, Pesticides, and Organic Vapors https://t.co/b0q0V0Utf8 #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19",,,,,1,ad,1,,,
1228884207491059712,GVS SPR457 Elipse P100 Dust Half Mask Respirator with replaceable and reusable filters included https://t.co/1Gt31R7MZR  #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19,,,,,1,ad,1,,,
1228885870834372608,"@SenRickScott Thanks Senator Scott to propose the bill against #CCP #Huawei. All corporates must pay extra attention if they want to cooperate with #China companies, especially about security issue.
#AnywherebutChina
#antichinazi
#antitotalitarianism https://t.co/gOdUNkv0V6",,,,1,,,1,,,
1228891842365796358,Just saw this on Amazon: Pandemic Kit for 3-Person Family https://t.co/mHZQojXON8  #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19,,,,,1,ad,1,,,
1228896760233218049,"***Three reasons the US is not ready for the next pandemic***
#Wuhancoronavirus #Wuhan #COVID19 #2019nCoV #Coronavirus #Coronavirusoutbreak #Wuhanvirus #WHO #CDC
https://t.co/xkps74bQeN via @ConversationUS",,,1,,,,1,,,
1228911511596302336,"Now #Chinazi censors the name ""Li Wenliang"". Apparently the regime can't tolerate freedom and keeps oppressing it's people for no reason.

#antichinazi
#covid2019
#coronavirus
#LiberateHongKong
#FreeHongKong
#FreeTibet
#FreeUyghurs
#TedrosResign

https://t.co/GHgaSSmdli",,,,1,,,1,,,
1228913374999674880,"To fight #covid19 #coronavirus #WuFlu outbreak, doctors deploy drugs targeting other viruses via @staradvertiser https://t.co/IEK73cWb5y",,,1,,,,1,,,
1228914692543873024,"#SARSCoV2 News &amp; Updates
AgNP Protection &gt;&gt; https://t.co/UEOI8INnwS &lt;&lt;

@PneumoniaWuhan: One Wuhan family’s tale of quarantine, followed by infection … and tragedy https://t.co/2QscW8y0iL #wuhanpneumonia… https://t.co/MdoslLlOeI",,,1,,,,1,,,
1228917317238738945,"It’s time for the world to take control of what’s happening in China. #coronavirus #CoronavirusOutbreak #coronavirusjapan #coronaviruschina #Coronavirusmexico #coronaviruswuhan #coronavirusthailand #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
#COVID19 https://t.co/WJ03UUrErl",,,,,1,opinion,1,,,
1228919849100795904,People in #Wuhan #China lining up outside the largest chain store Zhongbei for buying meat. #coronavirus #CoronavirusOutbreak #COVID19 #Coronavirustruth #WuhanOutbreak #WuhanVirus #WuhanLockDown https://t.co/oWQalcp9lk,,,,,1,video,1,,,
1228922085717626880,"When they resort to quarantining money, you KNOW the situation is REALLY bad. 😱 #CoverUp #coronavirus #ChinesePneumonia #WuhanCoronavirus #WuhanPneumonia #ChinaVirus #ChinaCoronavirus #ChinaziVirus #LockDownChina #Pandemic #Outbreak

https://t.co/XZyGFo65VH",,,1,,,,1,,,
