1270445606490771464,#Uyghur #UyghurHolocaust #uyghurpulse #Uyghurlivesmatters #uygur #Uighur #Dogutuerkistandazuluemvar #DoğuTuerkistanYalnızDeğildir #doğutürkistan #uygurlarabayramyok #uyghurgenocide #EastTurkistan #China_is_terrorist #ChinaVirus #Cami BÖLE İYİ Mİ? https://t.co/FieNPa1VCA,Uyghur UyghurHolocaust uyghurpulse Uyghurlivesmatters uygur Uighur Dogutuerkistandazuluemvar DoğuTuerkistanYalnızDeğildir doğutürkistan uygurlarabayramyok uyghurgenocide EastTurkistan China_is_terrorist ChinaVirus Cami,tr,Tue Jun 09 20:00:10 +0000 2020,120179981,tatarislamtürkü,,,,başkent
1270280704744710144,"@terzaketv @Willemvanm Ja dheu!!!!
Anders eens een reportage over China en hun rol in het verzwijgen van het #ChinaVirus #Covid19
Hoog tijd dat China betaald voor zijn daden.
#MakeChinaPay #ChinaLiedPeopleDied",ChinaVirus Covid19 MakeChinaPay ChinaLiedPeopleDied,nl,Tue Jun 09 09:04:55 +0000 2020,948688956421496832,Laatste Leeuw van Vlaanderen,,,,"Malta, Polen, Bulgarije, Belg"
1270280743676112897,"#गिरगिट कोरोना हो तो अस्पताल में भीड़ न लगाए।
बाबर का नजदीकी रिश्तेदार और मुहम्मद बिन तुगलक का नवासी गिरगिटों का सरदार केजरुद्दीन #KejriwalExposed #KejriwalLiedPeopleDied #KejriVirus #ChinaFacesIndia #ChinaVirus #kejriwalstoplyingoncoviddeaths #ChinaLiedPeopleDied #COVID__19 https://t.co/EL4Fjdf9Mu",गिरगिट KejriwalExposed KejriwalLiedPeopleDied KejriVirus ChinaFacesIndia ChinaVirus kejriwalstoplyingoncoviddeaths ChinaLiedPeopleDied COVID__19,hi,Tue Jun 09 09:05:04 +0000 2020,1158706861530439681,Haresh Kumar,,,,Okhla (Delhi)
1270282149967433729,"RT @r_apricot: #ウイグルを助けたい 
#UyghurLivesMatter 
#UyghurHolocaust 
#FreeUyghur 
#CCP_is_terrorist",ウイグルを助けたい UyghurLivesMatter UyghurHolocaust FreeUyghur CCP_is_terrorist,und,Tue Jun 09 09:10:39 +0000 2020,726715838544252928,狼'',,,,日本／新浜市
1270282328556793858,"@runyiheifarab1 @globaltimesnews Yes Chinese virus is killing people.
 your bioweapons and agent @DrTedros  working to kill 
Your sleeper cell in USA n in other countries instigating riots and your #wuhanlabvirus is killing and infecting millions of people 
#CCP_is_terrorist #CCPVirus",wuhanlabvirus CCP_is_terrorist CCPVirus,en,Tue Jun 09 09:11:22 +0000 2020,3196668596,Nishith Agrawal,,,,India
1270283552391716865,"RT @GuoSupporters: 参议员玛莎·布莱克本：
中国共产党很可能从(去年)十月初就知道了冠状病毒的事。
 
但是 #中共 #CCP 一直等到12月31日才说出来。  
#中共国撒谎人民死亡
#ChinaLiedPeopleDied

【转abc新闻网：卫星数据显示…",中共 CCP 中共国撒谎人民死亡 ChinaLiedPeopleDied,zh,Tue Jun 09 09:16:14 +0000 2020,2375413230,耿炎 Yan Media,,,,Melbourne Australia
1270283717597003776,"@globaltimesnews But china sent flights from Wuhan to all parts of the world just after outbreak and WHO supported the move ,banning flights would lead to racism.
#ChinaLiedAndPeopleDied",ChinaLiedAndPeopleDied,en,Tue Jun 09 09:16:53 +0000 2020,593356392,Udit Sagar,,,,"पूर्णिया, भारत"
1270284890207137793,@hiro_hamakawa @SpokespersonCHN Since when did China started worrying about other lives.China knowingly made COVID 19.There target US but guess what till the end of the World. You will never defeat US in anything.Knowingly you fucked up the world.your secret is out 😉 #ChinaLiedPeopleDie #ChinaMustPay#BanChina,ChinaLiedPeopleDie,en,Tue Jun 09 09:21:33 +0000 2020,908484639316000768,Nikhil Choudhary,,,,New Delhi India
1270285637946572801,"China LIED and must be HELD ACCOUNTABLE !! 

Satellite and search data shows had problem and HID FROM WORLD !

RT IFBAP

#COVID #ChinaMustPay #ChinaLiedAndPeopleDied #ChinaLiedPeopleDied #CNN #FoxNews #realDonaldTrump 

https://t.co/eyFqRsJwsJ",COVID ChinaMustPay ChinaLiedAndPeopleDied ChinaLiedPeopleDied CNN FoxNews realDonaldTrump,en,Tue Jun 09 09:24:31 +0000 2020,14062361,Delawaredave,,,,Delaware
1270285850237001729,"Joe Biden which gets a donation from the Chinese Communist Party. If it is the President getting money from China, the United States is over. At that time, do not use the words of ""the world leader"". The United States is not necessary.

#BlackLivesMatter #covid #CCP_is_terrorist https://t.co/BNUryHVRUD",BlackLivesMatter covid CCP_is_terrorist,en,Tue Jun 09 09:25:22 +0000 2020,257446444,✞湘南風✞,,,,神奈川県茅ヶ崎市南湖
1270285904414945280,"China LIED and must be HELD ACCOUNTABLE !! 

Satellite and search data shows had problem and HID FROM WORLD !

RT IFBAP

#COVID #ChinaMustPay #ChinaLiedAndPeopleDied #ChinaLiedPeopleDied #CNN #FoxNews #realDonaldTrump https://t.co/qvPk5uqAG4",COVID ChinaMustPay ChinaLiedAndPeopleDied ChinaLiedPeopleDied CNN FoxNews realDonaldTrump,en,Tue Jun 09 09:25:35 +0000 2020,14062361,Delawaredave,,,,Delaware
1270286106228121606,"China LIED and must be HELD ACCOUNTABLE !! 

Satellite and search data shows had problem and HID FROM WORLD !

RT IFBAP

#COVID #ChinaMustPay #ChinaLiedAndPeopleDied #ChinaLiedPeopleDied #CNN #FoxNews #realDonaldTrump https://t.co/Vm9V88c6EP",COVID ChinaMustPay ChinaLiedAndPeopleDied ChinaLiedPeopleDied CNN FoxNews realDonaldTrump,en,Tue Jun 09 09:26:23 +0000 2020,14062361,Delawaredave,,,,Delaware
1270286612325416961,"@globaltimesnews Okay Corona Virus 
#ChineseVirus 
#ChinaLiedPeopleDied 
CCP is killer of hundred of thousands of people worldwide through manufactured virus.",ChineseVirus ChinaLiedPeopleDied,en,Tue Jun 09 09:28:23 +0000 2020,1593816180,Kalyan,,,,India
1270286787059965952,"衛星圖片揭示, 武漢醫院停車數目與上一年同期比較大幅增加, 估計武肺可能早於2019年10月已經在武漢出現。。。
#CCPVirus
#CCP_is_terrorist 
#CCPLiedPeopleDied 
#WuhanCoronaVirus 
#COVID19
#GlobalPandemic https://t.co/Nf5ycoi3hA",CCPVirus CCP_is_terrorist CCPLiedPeopleDied WuhanCoronaVirus COVID19 GlobalPandemic,zh,Tue Jun 09 09:29:05 +0000 2020,1179369650179559424,AndrewCCH-HK,,,,Hong Kong
1270287346269712385,"Remember the ""IISANG DAGAT"" song? That is an example of a 'true' friendship withing the CCP and the CCP-loving Duterte admin. 🤡 #FilipinoChineseFriendshipDay #BoycottChina @ChinaUncensored @ChinaInFocusNTD https://t.co/7A2cO0zkJN",FilipinoChineseFriendshipDay BoycottChina,en,Tue Jun 09 09:31:18 +0000 2020,237133345,Win Darwin,,,,"Magalang, Pampanga, PH"
1270288776301076482,@ColTekpal #BoycottChineseProduct #ChinaVirus #ChinaLiedAndPeopleDied #CCP_is_terrorist #XijinpingVirus we should boycott Chinese products their banks mobiles TV machines electrical tools apps all #VocalForLocal #swadeshi #MakeInIndia #walletsejawab #AtmanirbharBharatAbhiyan let's do it 🙏 https://t.co/Ezfk3OY0UI,BoycottChineseProduct ChinaVirus ChinaLiedAndPeopleDied CCP_is_terrorist XijinpingVirus VocalForLocal swadeshi MakeInIndia walletsejawab AtmanirbharBharatAbhiyan,en,Tue Jun 09 09:36:59 +0000 2020,77490910,Atmanirbhar Er ashish 🇮🇳🇮🇳🇮🇳🇮🇳,,,,"Maharashtra, India"
1270289512934133760,"RT @GuoSupporters: 参议员玛莎·布莱克本：
中国共产党很可能从(去年)十月初就知道了冠状病毒的事。
 
但是 #中共 #CCP 一直等到12月31日才说出来。  
#中共国撒谎人民死亡
#ChinaLiedPeopleDied

【转abc新闻网：卫星数据显示…",中共 CCP 中共国撒谎人民死亡 ChinaLiedPeopleDied,zh,Tue Jun 09 09:39:55 +0000 2020,1240304918285582337,milklosangeleis,,,,"Chicago, IL"
1270290119786770432,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 09:42:20 +0000 2020,218978096,KtheTri,,,,Hong Kong
1270290351031377923,"उद्योग के बाग गांव गांव लगाना है
भारत को हमे विश्वगुरु बनाना है
चीन का धंधा भारत में करेंगे मंदा 
        "" चीनी बन्द  "" 
स्वदेशी अपनाओ देश बचाओ 

#BoycottChina #BoycottChineseProducts #BoycottMadeInChina #anti_conversion_law #जनसंख्या_नियंत्रण_कानून #Save_Mewat_Hindus #CKMKB https://t.co/4Yv5V07dsT",BoycottChina BoycottChineseProducts BoycottMadeInChina anti_conversion_law जनसंख्या_नियंत्रण_कानून Save_Mewat_Hindus CKMKB,hi,Tue Jun 09 09:43:15 +0000 2020,165892505,Boycott Chinese Products 9926902200,75.96818400000002,22.6714825,"Indore, India, India","Indore, India"
1270290383461728261,RT @nglinsman: Satellite images of packed Wuhan hospitals suggest coronavirus outbreak began earlier than thought #CCPVirus. Of course it d…,CCPVirus,en,Tue Jun 09 09:43:22 +0000 2020,1239875679740522498,我生生世世就是中國的頭號敵國敵人 #敵國中國會成為印度不可分割的一部分 #敵國中國沒有未來,,,,Taiwan  Tainan  台灣 台南
1270290476671725569,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 09:43:45 +0000 2020,1162632294747664384,JimLHK,,,,"Tai Po District, Hong Kong"
1270290965266341889,#ChinaLiedAndPeopleDied @RegSprecher @NOS @FoxNews #Wuhan #coronavirus https://t.co/YQJ9EMNMPT,ChinaLiedAndPeopleDied Wuhan coronavirus,und,Tue Jun 09 09:45:41 +0000 2020,2440480054,Rob Damhuis,,,,Nederland
1270291028843495424,"RT @GuoLibrary: .@SenRickScott: #CCPChina trying to sabotage, slow the #CCPVirus #vaccine development.
https://t.co/QoPx0YxJmT",CCPChina CCPVirus vaccine,en,Tue Jun 09 09:45:56 +0000 2020,2310110660,Journey Home to Singapore,,,,Singapore
1270291069608042497,RT @ashish_dagwar: @ColTekpal #BoycottChineseProduct #ChinaVirus #ChinaLiedAndPeopleDied #CCP_is_terrorist #XijinpingVirus we should boycot…,BoycottChineseProduct ChinaVirus ChinaLiedAndPeopleDied CCP_is_terrorist XijinpingVirus,en,Tue Jun 09 09:46:06 +0000 2020,77490910,Atmanirbhar Er ashish 🇮🇳🇮🇳🇮🇳🇮🇳,,,,"Maharashtra, India"
1270291154639245312,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 09:46:26 +0000 2020,800331414117883904,Shelley Belley⭐⭐⭐,,,,USA
1270291553827926016,"RT @gbroh10: FORMER MI6 SPY CHIEF: CORONAVIRUS FROM CHINESE LAB, TRUMPS ‘HARD LINE’ APPROACH IS ‘RIGHT’ @nataliegwinters

#ChinaLiedPeopleD…",,en,Tue Jun 09 09:48:01 +0000 2020,1179090777785425925,Ann-Marie ⭐️⭐️⭐️,,,,AnnMarie1 on Parler
1270292259540537344,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 09:50:50 +0000 2020,1853047993,🇺🇸Patriotic 💋Trumptress🔥,,,,United States
1270292334345768960,"RT @GuoSupporters: 参议员玛莎·布莱克本：
中国共产党很可能从(去年)十月初就知道了冠状病毒的事。
 
但是 #中共 #CCP 一直等到12月31日才说出来。  
#中共国撒谎人民死亡
#ChinaLiedPeopleDied

【转abc新闻网：卫星数据显示…",中共 CCP 中共国撒谎人民死亡 ChinaLiedPeopleDied,zh,Tue Jun 09 09:51:08 +0000 2020,1036079862266511360,上官文塵,,,,曼谷
1270292422069833730,"@PonytaEle @DeAnna4Congress @ErrolWebber @laurenboebert @Texasexpatriate @TexasWhiteHats @gnoBREAKTHROUGH @MorrisJ65 @LuMan_ @AngelaMerkeICDU Madam Chancellor,Germany: if Italy does not sign ESM they will not receive any help from European Central Bank. Please help Italy 🙏 people have been suffering. World is suffering from covid-19 it is done knowingly by China #ChinaLiedPeopleDied #ChinaMustPay #WHOLiedPeopleDied",ChinaLiedPeopleDied ChinaMustPay WHOLiedPeopleDied,en,Tue Jun 09 09:51:28 +0000 2020,908484639316000768,Nikhil Choudhary,,,,New Delhi India
1270204090585251841,@mario_canseco @barbjustason #CCPVirus #ChineseVirus #ChinaLiedPeopleDied,CCPVirus ChineseVirus ChinaLiedPeopleDied,und,Tue Jun 09 04:00:29 +0000 2020,275689494,Bill Bucky,,,,British Columbia
1270204345867317248,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 04:01:29 +0000 2020,1268855640,Jace😷🖐🏻☝🏻,,,,Christy Alex Road 彥梓路
1270204768959582209,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 04:03:10 +0000 2020,3740513716,jetsetter24seven✝️,,,,America 
1270204779575357440,#Satellit #Data seems to confirm that #FauciFlu began circulating in #China around the time of the 2019 #WuhanGames in October; yet another piece of the #Bioweapon #Hypothesis: https://t.co/YQWvR4DAGn,Satellit Data FauciFlu China WuhanGames Bioweapon Hypothesis,en,Tue Jun 09 04:03:13 +0000 2020,1123796598,Radio Far Side,,,,"Jakarta, Indonesia"
1270204787699544065,"RT @GuoSupporters: 参议员玛莎·布莱克本：
中国共产党很可能从(去年)十月初就知道了冠状病毒的事。
 
但是 #中共 #CCP 一直等到12月31日才说出来。  
#中共国撒谎人民死亡
#ChinaLiedPeopleDied

【转abc新闻网：卫星数据显示…",中共 CCP 中共国撒谎人民死亡 ChinaLiedPeopleDied,zh,Tue Jun 09 04:03:15 +0000 2020,816515383259607040,Annunaki,,,,"Paris, France"
1270204835673989121,"उद्योग के बाग गांव गांव लगाना है
भारत को हमे विश्वगुरु बनाना है

       👍 "" चीनी बन्द  "" 👍

शरीर के लिए "" देसी गुड"" और
राष्ट्र के लिए  ""देसी Goods""
#BoycottChina #BoycottChineseProducts #BoycottMadeInChina #anti_conversion_law #जनसंख्या_नियंत्रण_कानून #JaiShriRam #Hindu https://t.co/E9n9n1tgdo",BoycottChina BoycottChineseProducts BoycottMadeInChina anti_conversion_law जनसंख्या_नियंत्रण_कानून JaiShriRam Hindu,hi,Tue Jun 09 04:03:26 +0000 2020,165892505,Boycott Chinese Products 9926902200,75.96818400000002,22.6714825,"Indore, India, India","Indore, India"
1270205068290056192,"Boycott china
#BoycottChineseProducts 
#BoycottChineseProduct #ChinaVirus #BoycottChina @Wangchuk66 @BeingSalmanKhan @msdhoni #supportindia https://t.co/CbcRRmI9cB",BoycottChineseProducts BoycottChineseProduct ChinaVirus BoycottChina supportindia,en,Tue Jun 09 04:04:22 +0000 2020,1161835805309935617,amit shrivastava,82.5841815,19.9387045,"India, India","Indore, India"
1270205137987014656,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 04:04:38 +0000 2020,2849176577,Sevyn I.the.SPY Quinn ☆☆☆,,,,United States
1270205419185598464,RT @buzzindelhi: #ChinaLiedPeopleDied —-&gt; Satellite images of Wuhan may suggest coronavirus was spreading as early as August - CNN https://…,ChinaLiedPeopleDied,en,Tue Jun 09 04:05:45 +0000 2020,114707915,Hemant Prasad,,,,Bharat | Malaysia | Singapore
1270206576599523328,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early.,China CCPVirus,en,Tue Jun 09 04:10:21 +0000 2020,100665364,leo,,,,hongkong
1270206581506883586,RT @SolomonYue: New fresh evidence on #CCPVirus is here.🌐will see🇺🇸D-Day on🇨🇳reparations beach 4 3 reasons: fresh evidence like this/#Xitle…,CCPVirus,en,Tue Jun 09 04:10:22 +0000 2020,1163451782669852673,Evachow21,,,,Hong Kong
1270206717301678083,RT @SolomonYue: That's why #China NPC wants to install #CCPVirus spyware in Hong Kong 27 years early. https://t.co/5zN24AUD3H,China CCPVirus,en,Tue Jun 09 04:10:55 +0000 2020,832156758072139777,LinBB🇭🇰🇭🇰🇭🇰,,,,Hong Kong
1270207085070950400,"RT @GTRao: @ChinaDaily #ChinaLiedPeopleDied #वामपंथि ☭ #China
#ChinaVirus #ChineseVirus #LeftVulture #चीनीवायरस #वामपंथीगिद्ध  #BoycottChin…",ChinaLiedPeopleDied वामपंथि China ChinaVirus ChineseVirus LeftVulture चीनीवायरस वामपंथीगिद्ध,und,Tue Jun 09 04:12:23 +0000 2020,72699400,César Soto,,,,México
1270207122702241792,"RT @GTRao: @ChinaDaily #ChinaLiedPeopleDied #वामपंथि ☭ #China
#ChinaVirus #ChineseVirus #LeftVulture #चीनीवायरस #वामपंथीगिद्ध  #BoycottChin…",ChinaLiedPeopleDied वामपंथि China ChinaVirus ChineseVirus LeftVulture चीनीवायरस वामपंथीगिद्ध,und,Tue Jun 09 04:12:32 +0000 2020,72699400,César Soto,,,,México
1270207233553383424,"- Preliminary evidence from the earliest outbreaks indicated the virus could spread even if people didn’t have symptoms.
- But the WHO says that while asymptomatic spread can occur, it is “very rare.”
#who #COVIDー19 #coronavirususa #COVID19 #Covid_19 
https://t.co/krRf7uARxZ",who COVIDー19 coronavirususa COVID19 Covid_19,en,Tue Jun 09 04:12:58 +0000 2020,4913968682,"Bryan P. White, MS, MPH*",,,,"Corvallis, OR"
1270207366227791872,"RT @NahBabyNah: It should say #CCPVirus hoax

Trump to restart MAGA rallies this month despite coronavirus https://t.co/4jJrwqJ9Fc via @pol…",CCPVirus,en,Tue Jun 09 04:13:30 +0000 2020,573312796,🇺🇸Nick Fitz🇺🇸,,,,"New York, USA"
1270207581533831170,"@toro2982 @RealJamesWoods #COVID19 is/was 100% Political... Deep State funded #WuhanVirologyLab to develop an insideous virus #CCPVirus to terrorize Western Civilization, using #GainOfFunction research #gof in collusion with #DeepState ally #CCP in order that Deep State and China may continue pillaging.",COVID19 WuhanVirologyLab CCPVirus GainOfFunction gof DeepState CCP,en,Tue Jun 09 04:14:21 +0000 2020,4533292933,4Γruth.Λnd.Яeasoи,,,,USA
1270207881313267712,RT @PeterNavarro45: China virus hits the two key pillars of American cities -- high rise building density and mass transit.  #ChinaLiedPeop…,,en,Tue Jun 09 04:15:32 +0000 2020,1207857951622361089,Duc Nguyen,,,,Republic of Vietnam
1270208003598409728,"RT @GuoSupporters: 参议员玛莎·布莱克本：
中国共产党很可能从(去年)十月初就知道了冠状病毒的事。
 
但是 #中共 #CCP 一直等到12月31日才说出来。  
#中共国撒谎人民死亡
#ChinaLiedPeopleDied

【转abc新闻网：卫星数据显示…",中共 CCP 中共国撒谎人民死亡 ChinaLiedPeopleDied,zh,Tue Jun 09 04:16:02 +0000 2020,855506152947417088,Formosa,,,,"Chicago, IL"
1270208220317888512,"RT @GuoSupporters: 参议员玛莎·布莱克本：
中国共产党很可能从(去年)十月初就知道了冠状病毒的事。
 
但是 #中共 #CCP 一直等到12月31日才说出来。  
#中共国撒谎人民死亡
#ChinaLiedPeopleDied

【转abc新闻网：卫星数据显示…",中共 CCP 中共国撒谎人民死亡 ChinaLiedPeopleDied,zh,Tue Jun 09 04:16:53 +0000 2020,885308618727317506,鹿克思,,,,United States Minor Outlying I
1270208739627261952,"Coronavirus live update
https://t.co/VOfQtsjbns
#CoronavirusOutbreak
#coronavirus
#coronavirusjapan
#covid19
#CoronaAlert #WorldNews",CoronavirusOutbreak coronavirus coronavirusjapan covid19 CoronaAlert WorldNews,en,Tue Jun 09 04:18:57 +0000 2020,66295774,The World News,,,,The Earth
1270209069148561409,"Fuckers. #CCPVirus 

The study analyzed commercial satellite imagery and ""observed a dramatic increase in hospital traffic outside five major Wuhan hospitals beginning late summer and early fall 2019,""

https://t.co/TwZudRVIlF",CCPVirus,en,Tue Jun 09 04:20:16 +0000 2020,996923700715794432,Average Canadian Joe,,,,"Calgary, Alberta"
1270209329736617984,RT @PeterNavarro45: China virus hits the two key pillars of American cities -- high rise building density and mass transit.  #ChinaLiedPeop…,,en,Tue Jun 09 04:21:18 +0000 2020,1234806024911097856,🇺🇸灋🇮🇪🇫🇷🇧🇪,,,,Lënapehòkink + Amoy
