1262129658931355653,"#CCPVirus #ChinaLiedPeopleDie #Coronakrise 
KPCh-Virus (SARS-CoV2) zeigt: Vertrauen in KP-China ist gefährlich. Verbindung minimieren!

https://t.co/XTJT2q76jv https://t.co/sc3k90Zgnu",CCPVirus ChinaLiedPeopleDie Coronakrise,de,Sun May 17 21:15:34 +0000 2020,3909867868,Erik Rusch,,,,Berlin
1261892752243032064,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 05:34:11 +0000 2020,1161814802,David Rae 🇺🇸,,,,"Virginia, USA"
1261892780198150156,Chinese are a #ShiftyShadySneakySly lot ! #CCPVirus https://t.co/uZHbJ9N8Tz,ShiftyShadySneakySly CCPVirus,en,Sun May 17 05:34:18 +0000 2020,1107181727233921024,👌🥀🌹🕊 𝓛𝓲𝓼𝓪~𝓜𝓲𝓬𝓱𝓮𝓵𝓵𝓮🕊🌹🥀 👌,,,," Sydney, NSW, Australia 🇦🇺🐨"
1261893002013708289,RT @jenniferatntd: EU to demand an independent investigation on the origin of #CCPVirus #COVID2019 #Coronavirus at next week's WHO Assembly…,CCPVirus COVID2019 Coronavirus,en,Sun May 17 05:35:11 +0000 2020,224424059,Dundreary,,,,No longer China. 
1261893275943792641,RT @LisaMic75251596: Chinese are a #ShiftyShadySneakySly lot ! #CCPVirus,ShiftyShadySneakySly CCPVirus,en,Sun May 17 05:36:16 +0000 2020,338633208,PamelaH,,,,Australia
1261893582488604672,@HuXijin_GT #ChinaLiedAndPeopleDied only the stupid liberals believe anything the CCP dictates. 🖕🏼u and 🖕🏼China #ChinaVirus #WuhanVirus #CCPLiedPeopleDied,ChinaLiedAndPeopleDied ChinaVirus WuhanVirus CCPLiedPeopleDied,en,Sun May 17 05:37:29 +0000 2020,859258721184104448,Queenbean🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,,,,Earth 
1261894298942963713,Wearing a mask is unhealthy according to neurosurgeon. #COVID19 #CCPVirus https://t.co/xvdVcFSZeM,COVID19 CCPVirus,en,Sun May 17 05:40:20 +0000 2020,1222011153930473472,TBT,,,,Midwest 
1261894339573268485,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 05:40:30 +0000 2020,98218456,BrooklynUSA🇺🇸.,,,,Trumptrain
1261894341506695168,"RT @NTD_JAPAN: ウォールストリートの成功とアメリカの失敗
【Zooming in】#世事関心 A Wall Street Success, An American Failure

#千人計画 #一帯一路 #ウォールストリート #中共ウイルス #CCPVirus…",世事関心 千人計画 一帯一路 ウォールストリート 中共ウイルス CCPVirus,ja,Sun May 17 05:40:30 +0000 2020,205198692,ゆみぽん☆(^-^)ノ～☆..。,,,,札幌市
1261894409731235840,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 05:40:46 +0000 2020,1225949532216672256,Angel,,,,United States
1261894865597628416,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 05:42:35 +0000 2020,485179361,SilverSprings ⭐️⭐️⭐️,,,,"Ohio, USA"
1261894951912251393,"#FreeHongKong #Freetibet
#FreeBalochistan #freeSindh
#FreeKPK #HKPoliceBrutality
#HKPoliceTerrorists #HKPoliceState
#HongKongIsCountry #TaiwanIsNotChina
#TaiwanIsCountry #FreeTaiwan
#TweetForTaiwan #QuadForTaiwan
#fiveeyes #ChinaLiedAndPeopleDied
#CCPVirus #CCPLiedPeopleDied https://t.co/j7eXAgaGpu",FreeHongKong Freetibet FreeBalochistan freeSindh FreeKPK HKPoliceBrutality HKPoliceTerrorists HKPoliceState HongKongIsCountry TaiwanIsNotChina TaiwanIsCountry FreeTaiwan TweetForTaiwan QuadForTaiwan fiveeyes ChinaLiedAndPeopleDied CCPVirus CCPLiedPeopleDied,und,Sun May 17 05:42:56 +0000 2020,226140306,Janak Mistri ( Enjoying Freedom in India ),,,,Ahmedabad
1261895042949451776,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 05:43:17 +0000 2020,972130480182116352,Bee Happy,,,,Earth USA 
1261895111132266496,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 05:43:34 +0000 2020,293613793,LA_Belle⭐️⭐️⭐️ Text TRUMP to 88022,,,,"Louisiana, USA"
1261895280850599936,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 05:44:14 +0000 2020,855779695,Lonestar Patriot 4 Trump🇨🇱,,,,"Houston, TX"
1261895553467641857,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 05:45:19 +0000 2020,2750817301,GoodbyeUN⭐️⭐️⭐️,,,,United States
1261895721986527237,Drum roll....Ladies and Gent I present to u #DumbUK !! #HydeParkProtest #coronavirusuk #coronavirususa  #COVID19 #Covid19usa #Covid19UK,DumbUK HydeParkProtest coronavirusuk coronavirususa COVID19 Covid19usa Covid19UK,en,Sun May 17 05:45:59 +0000 2020,93447052,London-Dude,,,,Clapham Junction
1261895844166582273,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 05:46:28 +0000 2020,335869839,annette walls,,,,Middle Tennessee 
1261896074999902209,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 05:47:23 +0000 2020,1251357685708021760,Maria Thomson,,,,Australia
1261896154201174017,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 05:47:42 +0000 2020,972332299776876544,MorCreed6.5,,,,"Texas, USA"
1261896360539885569,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 05:48:31 +0000 2020,1964724048,Sinned,,,,Alpha Centauri System
1261896689482371075,"#FreeHongKong #Freetibet
#FreeBalochistan #freeSindh
#FreeKPK #HKPoliceBrutality
#HKPoliceTerrorists #HKPoliceState
#HongKongIsCountry #TaiwanIsNotChina
#TaiwanIsCountry #FreeTaiwan
#TweetForTaiwan #QuadForTaiwan
#fiveeyes #ChinaLiedAndPeopleDied
#CCPVirus #CCPLiedPeopleDied https://t.co/qqa6Ci6pPI",FreeHongKong Freetibet FreeBalochistan freeSindh FreeKPK HKPoliceBrutality HKPoliceTerrorists HKPoliceState HongKongIsCountry TaiwanIsNotChina TaiwanIsCountry FreeTaiwan TweetForTaiwan QuadForTaiwan fiveeyes ChinaLiedAndPeopleDied CCPVirus CCPLiedPeopleDied,und,Sun May 17 05:49:50 +0000 2020,226140306,Janak Mistri ( Enjoying Freedom in India ),,,,Ahmedabad
1261896725515522050,"India saw its biggest surge in #covid19 infections with 4885 cases on Saturday. India's vivid cases stood at 90,674, having gone from 80,000 to 90,000 in two days. #Chinesevirus",covid19 Chinesevirus,en,Sun May 17 05:49:58 +0000 2020,748801729,Bagish K Jha,,,,"Gurgaon, India"
1261897737630560257,"@r_arms I agree! No more tax dollars for the @WHO! If they want to spread #CCPPropaganda, then they should get Funded by the communist government of China! #ChinaLiedAndPeopleDied #WuhanVirus https://t.co/K3IbxJyJrP",CCPPropaganda ChinaLiedAndPeopleDied WuhanVirus,en,Sun May 17 05:54:00 +0000 2020,958205648256294912,Carey Losey 🇺🇸 🇮🇱✝️,-81.8231765,26.622149,"Fort Myers, FL, United States","Lehigh Acres, FL"
1261898358496493568,"The claims come as Beijing thwarts global efforts to establish the source of the virus.
#ChinaLiedAndPeopleDied
#WuhanVirus
#MadeInChina
#ChineseVirus
@TruthAbtChina

Landmark study: Virus didn't come from animals in Wuhan market, via @nzherald https://t.co/xA0zX88hED",ChinaLiedAndPeopleDied WuhanVirus MadeInChina ChineseVirus,en,Sun May 17 05:56:28 +0000 2020,717705919191064577,Mitr Manav,,,,"Minnesota, USA"
1261898695500607488,Don’t mess with Texas! #ChinaLiedPeopleDied https://t.co/eBvUgkWU1D,ChinaLiedPeopleDied,en,Sun May 17 05:57:48 +0000 2020,3339489490,Susan,,,,"Texas, USA"
1261899080164233216,RT @jenniferatntd: EU to demand an independent investigation on the origin of #CCPVirus #COVID2019 #Coronavirus at next week's WHO Assembly…,CCPVirus COVID2019 Coronavirus,en,Sun May 17 05:59:20 +0000 2020,1226851115548868609,Tran Dinh Vu,,,,"Gia Lai, Việt Nam"
1261899506146316290,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:01:01 +0000 2020,179759698,Hermi,,,,United States
1261899675042529280,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:01:42 +0000 2020,2505483057,Mary🇺🇸,,,,"Pennsylvania, USA"
1261899847822536705,"#CCPVirus #CCP_is_terrorist #CCPLiedPeopleDied #ABC_challenge #2019nCoV #Africansinchina #COVID19Aus #COVIDIOTS 
@RitaPanahi @PaulineHansonOz @vanOnselenP https://t.co/J0iq0maDo0",CCPVirus CCP_is_terrorist CCPLiedPeopleDied ABC_challenge 2019nCoV Africansinchina COVID19Aus COVIDIOTS,und,Sun May 17 06:02:23 +0000 2020,1194107894955794433,Australia🇦🇺Calling,,,,Australia
1261900176534335489,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:03:41 +0000 2020,1280643612,randy,,,,Canada
1261900422433763330,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:04:40 +0000 2020,1028162622892388352,Malia Reeves,,,,"California, USA"
1261900460388212737,"The strongest #disinfection chemical in the world which Kills #COVID19 is #VirusGuard.

https://t.co/XwEak900vC

#Coronavirus #Chinavirus #Mers #covid19 #disinfection #protection https://t.co/n86TL2RKIN",disinfection COVID19 VirusGuard Coronavirus Chinavirus Mers covid19 disinfection protection,en,Sun May 17 06:04:49 +0000 2020,3798123028,Virus Guard,,,,"İstanbul, Türkiye"
1261900774461763586,@China_Amb_India 🇨🇳 china can never be India's friends.  They r evil. China should stop propaganda. #ChinaMustPay #ChinaLiedAndPeopleDied #BoycottChina #ChinaVirus #WuhanVirus,ChinaMustPay ChinaLiedAndPeopleDied BoycottChina ChinaVirus WuhanVirus,en,Sun May 17 06:06:04 +0000 2020,893114461569011713,Rohit,,,,"Mumbai, India"
1261900873854095360,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:06:27 +0000 2020,1361076439,🇺🇸🌵TruthRocks 🇺🇸🇵🇱 🌺,,,,USA
1261900924135628802,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:06:39 +0000 2020,36046325,Jim Polk 🇺🇸,,,,"Rochester, NY, USA"
1261901283482497024,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:08:05 +0000 2020,982696649314086912,J  🙏❤️🇺🇸❤️🗽,,,,United States
1261901327719755777,"A Chinese conservationist whistle-blower shared this recent clip in China. IUCN criticially endangered kaluga (Huso dauricus) was caught illegally by local fishermen.

#ChinaMustExplain #ChinaLiedAndPeopleDied #COVIDIOTS #coronavirus https://t.co/wu5uq45DHH",ChinaMustExplain ChinaLiedAndPeopleDied COVIDIOTS coronavirus,en,Sun May 17 06:08:16 +0000 2020,135420282,イルカショーをボイコットをしよう,,,,"Taiji-cho, Wakayama"
1261901689080045568,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:09:42 +0000 2020,211618941,Utah Deplorable ⭐️⭐️⭐️,,,,United States
1261901925437579266,RT @jenniferatntd: EU to demand an independent investigation on the origin of #CCPVirus #COVID2019 #Coronavirus at next week's WHO Assembly…,CCPVirus COVID2019 Coronavirus,en,Sun May 17 06:10:38 +0000 2020,145157217,मैं भानु 🙏,,,,"Pashan, Haveli"
1261902346033995776,"RT @desertfox61I: New information may offer insight into integrity of #ChinaCoronaVirus numbers.

Database leaked from Chinese university s…",ChinaCoronaVirus,en,Sun May 17 06:12:18 +0000 2020,68950840,Munish Lomesh,,,,"Faridabad,India"
1261902413063168002,"Sendai creates an acrostic using famous samurai Date Masamune’s name in order to promote new lifestyle habits during the coronavirus outbreak. 

#Covid_19 #coronavirusjapan https://t.co/p5Ejef1sHz https://t.co/HIEaGCpLZO",Covid_19 coronavirusjapan,en,Sun May 17 06:12:34 +0000 2020,1244981036083220480,こばベック,,,,UK/Tohoku
1261902426782588934,"RT @NTD_JAPAN: ウォールストリートの成功とアメリカの失敗
【Zooming in】#世事関心 A Wall Street Success, An American Failure

#千人計画 #一帯一路 #ウォールストリート #中共ウイルス #CCPVirus…",世事関心 千人計画 一帯一路 ウォールストリート 中共ウイルス CCPVirus,ja,Sun May 17 06:12:38 +0000 2020,7366072,Hrusan,,,,Tokyo
1261902436245155840,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:12:40 +0000 2020,1548244028,Anna DeSenze 🇺🇸TEXT TRUMP TO 🇺🇸 88022 🇺🇸,,,,"Pompano Beach, Florida"
1261903010302758912,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:14:57 +0000 2020,956305866961104896,donald arsenault,,,,"Ontario, Canada"
1261903726291214336,@XiaomiIndia @HDFC_Bank No more MADE IN CHINA!  Stop buying Chinese products until then they answer about WuhanVirus. #ChinaLiedPeopleDied @HDFC_Bank stop promoting these idiots.  We will be forced to close your bank accounts otherwise,ChinaLiedPeopleDied,en,Sun May 17 06:17:48 +0000 2020,132106382,Subramanyam,,,,"Bengaluru, Karnataka"
1261904483589775362,"RT @desertfox61I: New information may offer insight into integrity of #ChinaCoronaVirus numbers.

Database leaked from Chinese university s…",ChinaCoronaVirus,en,Sun May 17 06:20:48 +0000 2020,2172586807,pintu patel,,,,"Rajkot, India"
1261904755544035328,"#ChinaLiedPeopleDied 
#WuhanVirus 
#ChineseVirus
#ChineseVirus19 
#CKMKB #ChinaKMKB 
#COVID__19 #ChinaVirus 
#ChineseBioterrorism #ArrestDrTedros https://t.co/cc18ZK9aog",ChinaLiedPeopleDied WuhanVirus ChineseVirus ChineseVirus19 CKMKB ChinaKMKB COVID__19 ChinaVirus ChineseBioterrorism ArrestDrTedros,und,Sun May 17 06:21:53 +0000 2020,1830619279,🇮🇳 iCJ (#IndiaFightsChineseVirus),,,,INDIA
1261904763609681920,"China may have 640,000 coronavirus cases, much higher than its official figure of around 82,000 cases, says a joint report published in the Foreign Policy magazine and 100Reporters, a Washington-based nonprofit news organization.
#coronavirus #ChinaLiedPeopleDied",coronavirus ChinaLiedPeopleDied,en,Sun May 17 06:21:55 +0000 2020,930396393197285383,Rahul Joshi,,,,"New Delhi, India"
1261904814067212291,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:22:07 +0000 2020,847912313025773568,SGTDKD ⭐⭐⭐,,,,in the valley
1261904916613718022,"#ChinaLiedPeopleDied 
#WuhanVirus 
#ChineseVirus
#ChineseVirus19 
#CKMKB #ChinaKMKB 
#COVID__19 #ChinaVirus 
#ChineseBioterrorism #ArrestDrTedros https://t.co/ZJ2VfxNJst",ChinaLiedPeopleDied WuhanVirus ChineseVirus ChineseVirus19 CKMKB ChinaKMKB COVID__19 ChinaVirus ChineseBioterrorism ArrestDrTedros,und,Sun May 17 06:22:31 +0000 2020,1830619279,🇮🇳 iCJ (#IndiaFightsChineseVirus),,,,INDIA
1261905229865299969,"The war had started
#CCPChina #CCPVirus #MakeChinaPay https://t.co/KkAKsKFkPg",CCPChina CCPVirus MakeChinaPay,en,Sun May 17 06:23:46 +0000 2020,1169284348660477952,carriehk,,,,Hong Kong
1261905639447674880,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:25:24 +0000 2020,1208825386668351491,Frank Gregson ⭐⭐⭐,,,,"Texas, USA"
1261905892305297408,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:26:24 +0000 2020,732421784742416385,Jason W. Fermier,,,,"Houston, Texas  USA"
1261905998333333505,"I got this warning when trying to click the link.
#Censorship #Orwellian #CCPVirus #wwg1wga 
@RedPill78 @M2Madness @OnEdgeOfWonder @Jordan_Sather_ https://t.co/Pdhhw0Ex57 https://t.co/7K3WoISj7v",Censorship Orwellian CCPVirus wwg1wga,en,Sun May 17 06:26:49 +0000 2020,1257342077807071232,Dochia of DaQin,,,,Romania
1261906126783774720,RT @jenniferatntd: EU to demand an independent investigation on the origin of #CCPVirus #COVID2019 #Coronavirus at next week's WHO Assembly…,CCPVirus COVID2019 Coronavirus,en,Sun May 17 06:27:20 +0000 2020,105707577,adriana gomez,,,,Nj Usa
1261906242835853312,"RT @desertfox61I: New information may offer insight into integrity of #ChinaCoronaVirus numbers.

Database leaked from Chinese university s…",ChinaCoronaVirus,en,Sun May 17 06:27:48 +0000 2020,114389223,The Departed,,,,"Pune, India 🏡"
1261906300566269956,"#ChinaLiedPeopleDied 
#WuhanVirus 
#ChineseVirus
#ChineseVirus19 
#CKMKB #ChinaKMKB 
#COVID__19 #ChinaVirus 
#ChineseBioterrorism #ArrestDrTedros https://t.co/uApgWZPp03",ChinaLiedPeopleDied WuhanVirus ChineseVirus ChineseVirus19 CKMKB ChinaKMKB COVID__19 ChinaVirus ChineseBioterrorism ArrestDrTedros,und,Sun May 17 06:28:01 +0000 2020,1830619279,🇮🇳 iCJ (#IndiaFightsChineseVirus),,,,INDIA
1261906543831707648,"#ChinaLiedPeopleDied 
#WuhanVirus 
#ChineseVirus
#ChineseVirus19 
#CKMKB #ChinaKMKB 
#COVID__19 #ChinaVirus 
#ChineseBioterrorism #ArrestDrTedros https://t.co/X9lS8DMlz3",ChinaLiedPeopleDied WuhanVirus ChineseVirus ChineseVirus19 CKMKB ChinaKMKB COVID__19 ChinaVirus ChineseBioterrorism ArrestDrTedros,und,Sun May 17 06:28:59 +0000 2020,1830619279,🇮🇳 iCJ (#IndiaFightsChineseVirus),,,,INDIA
1261906703357865985,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:29:37 +0000 2020,857458684267438080,❌Christie❤🇺🇸⭐⭐⭐❌,,,,"Oregon, USA"
1261906848212533249,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:30:12 +0000 2020,972972614523158528,Pamela Holm,,,,United States
1261907162764398593,"#Coronavirus #FuckChina #ScrewChina Lying assholes have sent the world into exonomic despair and despair in general for the sole purpose of personal gain and a lead. If they are so good at containing it and have great eays to do so, why did they threat Australia for investigatin",Coronavirus FuckChina ScrewChina,en,Sun May 17 06:31:27 +0000 2020,3762743597,proTard,,,,Rock bottom
1261907541174321152,"RT @KarluskaP: China threatens to sanction Texas Rep. Dan Crenshaw, other GOP lawmakers, over coronavirus criticism- #ChinaLiedPeopleDied…",ChinaLiedPeopleDied,en,Sun May 17 06:32:57 +0000 2020,1098775860490862594,Qanon Call to Digital Arms,,,,Australia
1261907668312055810,"China is in peace but the world is in pieces.

#ChineseVirus #WuhanVirus #CoronaVirus #Covid19 #ChinaLiedPeopleDied",ChineseVirus WuhanVirus CoronaVirus Covid19 ChinaLiedPeopleDied,en,Sun May 17 06:33:27 +0000 2020,268915331,Rishi Vora,,,,"Rajkot, India"
